"Name","ID","Salary","AvgPointsPerGame","fpts","proj_own","ceil","floor","scoring_points","finish_points","total_points","value","projected_ownership","baseline","age","age_adj","true_sg_adj","timing_adj","sg_category_adj","course_history_adj","driving_dist_adj","driving_acc_adj","fit_other_adj","course_fit_total_adj","final_prediction","make_cut","first_round_lead","top_30","top_20","top_10","top_5","top_3","win","observed_finish","ownership","total_pts","odds_per_dollar","residuals","own_change","adj_own","date","tournament"
"Stephan Jaeger",23114212,6800,47.98,44.06,0.29,74,24,48.8,1.2,50,-0.08,1.44271211578582,-0.087,33,-0.001,0.025,-0.013,-0.027,-0.003,0.019,-0.074,-0.029,-0.084,-0.19,0.4241,0.0043,0.1335,0.0774,0.0316,0.0124,0.0064,0.0016,100,0.0039,29.5,0.24,-0.23,-0.03,0,2022-06-26,"Travelers Championship"
"Adam Svensson",23114213,6800,54.65,56.23,6.5,84.5,27,53.9,1.7,55.7,0.31,3.51103186844147,0.087,28,0.014,-0.02,-0.005,0.012,-0.03,0.015,0.113,0.009,0.137,0.196,0.5007,0.0046,0.197,0.1247,0.0542,0.0235,0.0135,0.0036,25,0.0375,75,0.53,0.06,0.01,7,2022-06-26,"Travelers Championship"
"Austin Smotherman",23114214,6800,58.26,56.18,5.1,84,26.5,51.8,1.5,53.3,0.1,2.88342758255631,-0.102,28,0.015,0.054,0.013,0.02,-0.04,-0.021,0.071,0.032,0.083,0.042,0.4715,0.0074,0.1724,0.1071,0.0474,0.0207,0.0112,0.0029,100,0.0296,23,0.43,-0.04,-0.01,5,2022-06-26,"Travelers Championship"
"Zach Johnson",23114215,6800,40.19,46.39,0.26,76.5,24.5,49.5,1.3,50.8,-0.05,1.48849806343949,0.151,46,-0.045,-0.062,-0.035,-0.265,0.121,0.046,0.064,-0.022,0.088,-0.047,0.4462,0.0034,0.152,0.0909,0.0369,0.0148,0.0074,0.0018,100,0.009,17,0.26,-0.21,-0.03,0,2022-06-26,"Travelers Championship"
"Patton Kizzire",23114216,6700,54.67,48.14,1.6,73.35,23.4,51,1.4,52.4,0.08,1.52283786600856,-0.1,36,-0.012,0.099,0.052,-0.035,0.098,-0.01,-0.109,-0.008,-0.127,-0.025,0.4554,0.0034,0.1562,0.0937,0.0365,0.0155,0.0077,0.002,64,0.01,67,0.3,-0.1,-0.01,2,2022-06-26,"Travelers Championship"
"Wyndham Clark",23114217,6700,53.91,44.32,2.3,74.5,24,49.4,1.2,50.6,-0.03,2.49731983088605,0.097,28,0.014,0.012,0.006,0.064,-0.037,-0.053,-0.2,-0.033,-0.286,-0.13,0.4338,0.0036,0.1359,0.0787,0.0324,0.0143,0.0074,0.0018,35,0.0309,70.5,0.27,-0.13,-0.02,2,2022-06-26,"Travelers Championship"
"Matt Wallace",23114218,6700,47.33,45.2,1.3,74,24,44.1,0.8,44.9,-0.25,1.73434703502769,-0.495,31,0.004,0.041,-0.012,-0.018,-0.052,-0.002,-0.07,0.006,-0.066,-0.598,0.3442,0.0019,0.0816,0.0439,0.0156,0.0052,0.0023,4e-04,46,0.0142,67,0.06,-0.34,-0.05,1,2022-06-26,"Travelers Championship"
"Joseph Bramlett",23114219,6700,49.11,47.23,0.38,78,24.5,50.1,1.4,51.5,0,1.64038282389618,-0.318,34,-0.005,0.096,0.022,0.245,0.049,-0.05,-0.147,0.039,-0.158,-0.068,0.4515,0.0043,0.1544,0.092,0.038,0.015,0.0079,0.0023,56,0.0049,53.5,0.34,-0.06,-0.01,0,2022-06-26,"Travelers Championship"
"Chad Ramey",23114220,6700,54.5,46.52,0.67,76,25,51.7,1.5,53.2,0.16,1.63098099899474,-0.051,29,0.009,0.017,-0.001,-0.028,-0.04,0.031,0.121,0.006,0.158,0.064,0.4778,0.0062,0.1733,0.1052,0.0457,0.0196,0.0101,0.0026,100,0.0089,22,0.39,-0.01,0,1,2022-06-26,"Travelers Championship"
"David Lipsky",23114221,6700,54.09,59,4.7,87,27.5,55.2,1.9,57.1,0.5,2.93356630320685,0.285,33,-0.004,0.023,0.014,-0.066,-0.05,0.014,0.13,-0.014,0.13,0.331,0.5294,0.0055,0.2225,0.1431,0.0644,0.0292,0.017,0.0047,100,0.0233,29,0.7,0.3,0.04,5,2022-06-26,"Travelers Championship"
"Kramer Hickok",23114222,6700,45.9,51.18,1.2,80,25.5,52.4,1.7,54.1,0.23,2.70775672211819,-0.257,30,0.008,-0.031,0.013,0.158,0.035,0.011,0.149,0.02,0.18,0.107,0.4773,0.004,0.1787,0.1095,0.046,0.0195,0.0103,0.003,100,0.0153,32.5,0.45,0.05,0.01,1,2022-06-26,"Travelers Championship"
"Carlos Ortiz",23114223,6600,56.92,49.01,1.3,79.5,25,49.9,1.3,51.3,0.04,0.993193714598257,-0.101,31,0.005,0.016,-0.034,0.014,0.059,-0.009,-0.054,0.007,-0.055,-0.096,0.4365,0.0034,0.1448,0.0863,0.0348,0.0145,0.0073,0.0019,100,0.01,10.5,0.29,-0.04,-0.01,1,2022-06-26,"Travelers Championship"
"J.T. Poston",23114224,6600,44.98,48.99,1.4,79,25.5,53.1,1.7,54.8,0.36,1.89835677318977,0.162,29,0.012,-0.019,0.026,0.01,-0.066,0.002,0.013,-0.016,-0.001,0.124,0.4842,0.0044,0.1833,0.1146,0.0496,0.0212,0.0114,0.0033,2,0.008,116,0.5,0.17,0.03,1,2022-06-26,"Travelers Championship"
"James Hahn",23114226,6600,44.5,52.82,0.52,82,25.5,51.8,1.5,53.3,0.22,1.33120652884786,-0.038,40,-0.026,-0.05,-0.02,0.127,-0.045,-0.001,0.1,0.016,0.115,0.062,0.4744,0.0055,0.1751,0.1058,0.0451,0.0192,0.0102,0.0026,100,0.0041,19.5,0.39,0.06,0.01,1,2022-06-26,"Travelers Championship"
"Callum Tarren",23114227,6600,52.71,44.2,0.5,73.5,24,46,0.9,46.9,-0.15,1.45993486650482,-0.246,31,0.003,0.034,0.014,0.036,-0.04,-0.043,-0.225,0.021,-0.247,-0.447,0.3698,0.0023,0.0975,0.0538,0.0196,0.0073,0.0038,6e-04,100,0.0127,28.5,0.09,-0.24,-0.04,0,2022-06-26,"Travelers Championship"
"Brice Garnett",23114228,6600,48.33,52.19,0.25,81,25.5,50.7,1.4,52.1,0.12,1.48513560948771,-0.131,38,-0.02,-0.055,-0.004,-0.046,0.075,0.019,0.155,0,0.174,-0.007,0.4594,0.0051,0.16,0.0953,0.0384,0.0152,0.0081,0.0023,100,0.0066,31,0.35,0.02,0,0,2022-06-26,"Travelers Championship"
"Andrew Putnam",23114229,6600,51.3,43.86,2,73.5,24,53.3,1.8,55.1,0.38,3.03110177810178,0.203,33,-0.002,-0.053,0.013,-0.091,0.012,0.05,0.105,-0.033,0.122,0.204,0.5043,0.0044,0.195,0.1201,0.0521,0.022,0.0121,0.0032,46,0.0187,67,0.48,0.15,0.02,2,2022-06-26,"Travelers Championship"
"Adam Schenk",23114230,6600,47.86,45.7,3.7,75.5,24.5,53,1.7,54.6,0.34,2.78949327893165,0.294,30,0.007,-0.007,-0.066,-0.03,-0.009,-0.014,-0.017,-0.005,-0.037,0.153,0.4886,0.0055,0.1887,0.116,0.0512,0.022,0.0109,0.0032,100,0.0371,22.5,0.48,0.15,0.02,4,2022-06-26,"Travelers Championship"
"Matthias Schwab",23114231,6500,56.44,52.11,0.61,75.68,23.65,49.6,1.3,51,0.08,1.79690340620572,0.003,27,0.017,0.059,-0.006,-0.064,-0.04,0.009,-0.018,-0.021,-0.029,-0.06,0.4432,0.0036,0.1484,0.0885,0.0354,0.0134,0.007,0.002,53,0.0168,54,0.31,0.04,0.01,1,2022-06-26,"Travelers Championship"
"Rory Sabbatini",23114232,6500,57.77,52.23,0.84,81,26,51.9,1.5,53.4,0.29,1.46050139854683,0.114,46,-0.044,-0.109,0.027,-0.094,0.001,0.035,0.114,-0.013,0.136,0.031,0.4722,0.0062,0.1726,0.106,0.0445,0.0189,0.0101,0.0032,100,0.0115,28.5,0.49,0.22,0.03,1,2022-06-26,"Travelers Championship"
"Garrick Higgo",23114233,6500,45.78,48.5,0.86,77.5,24.5,45.2,0.9,46,-0.15,1.45627973973095,-0.609,23,0.031,0.069,0.008,0.118,-0.03,-0.03,-0.105,0.032,-0.103,-0.516,0.3545,0.0022,0.0884,0.0485,0.0174,0.0066,0.0033,8e-04,100,0.0076,30.5,0.12,-0.15,-0.02,1,2022-06-26,"Travelers Championship"
"Nate Lashley",23114234,6500,56.69,51.04,1.3,80,25.5,52.5,1.7,54.2,0.36,1.74488192401314,0.064,39,-0.022,-0.02,0.009,0.026,-0.04,0.018,0.079,-0.005,0.092,0.109,0.4896,0.0054,0.1842,0.1132,0.0505,0.022,0.0118,0.0032,25,0.008,75.5,0.49,0.22,0.03,1,2022-06-26,"Travelers Championship"
"Charley Hoffman",23114235,6500,46.64,55.71,2.9,84.5,26.5,48.5,1.2,49.6,-0.02,2.86510503313997,-0.259,45,-0.042,-0.043,-0.073,0.047,0.258,-0.022,-0.137,0.024,-0.134,-0.246,0.4164,0.0042,0.1281,0.0742,0.0286,0.012,0.0063,0.0016,100,0.0195,27,0.25,-0.02,0,3,2022-06-26,"Travelers Championship"
"Hayden Buckley",23114236,6500,49.52,44.62,3.1,74.5,24,50.7,1.4,52.1,0.17,2.15749462416796,-0.311,26,0.021,-0.031,-0.018,0.159,-0.04,-0.003,0.136,0.041,0.174,-0.046,0.4473,0.004,0.1506,0.0901,0.037,0.0148,0.0079,0.0022,43,0.0163,71.5,0.34,0.07,0.01,3,2022-06-26,"Travelers Championship"
"Doc Redman",23114237,6500,48.7,47.04,0.38,76.5,24.5,48.3,1.2,49.4,-0.02,1.31191404263365,-0.341,24,0.027,0.041,0.031,-0.073,0.032,0.008,0.055,0.02,0.083,-0.201,0.4173,0.0034,0.133,0.0771,0.0306,0.0118,0.0055,0.0014,100,0.0044,29.5,0.22,-0.05,-0.01,0,2022-06-26,"Travelers Championship"
"Hank Lebioda",23114238,6500,45.36,50.17,3.3,80,25,49,1.2,50.2,0.01,3.39882966697226,-0.068,28,0.014,-0.006,-0.013,-0.147,0.101,0.014,0.019,-0.019,0.014,-0.104,0.4394,0.0027,0.1437,0.0844,0.0339,0.014,0.0071,0.0021,56,0.0321,58,0.32,0.05,0.01,3,2022-06-26,"Travelers Championship"
"Brian Stuard",23114240,6400,45.4,46.56,0.74,76,24.5,50.5,1.4,51.9,0.22,1.26371967079678,-0.318,39,-0.022,-0.085,0.055,-0.122,0.128,0.072,0.317,-0.003,0.386,0.022,0.4666,0.0049,0.1622,0.097,0.0395,0.0152,0.0071,0.0015,100,0.0048,27,0.23,0.01,0,1,2022-06-26,"Travelers Championship"
"Peter Malnati",23114241,6400,55.16,45.01,1.4,74.35,24,48.3,1.1,49.4,0,0.777492794270105,-0.066,35,-0.008,-0.043,0.007,-0.11,0.108,0.014,-0.113,-0.019,-0.119,-0.231,0.4111,0.0032,0.1258,0.0748,0.0288,0.0109,0.0054,0.0014,64,0.0074,59,0.22,0,0,1,2022-06-26,"Travelers Championship"
"Lee Hodges",23114242,6400,52.19,52.72,1.2,81.5,26,49.6,1.3,50.8,0.12,1.16019924417327,-0.212,27,0.019,0.006,0.023,0.002,-0.04,0.002,0.054,0.013,0.069,-0.132,0.4323,0.0032,0.1403,0.0819,0.0322,0.0133,0.007,0.0017,25,0.0063,80,0.27,0.05,0.01,1,2022-06-26,"Travelers Championship"
"Greyson Sigg",23114244,6400,53.74,49.25,0.34,77.5,25,49.5,1.3,50.8,0.12,0.648918847203712,-0.266,27,0.017,0.059,0.021,0.046,-0.04,0.015,0.039,0.011,0.065,-0.098,0.4454,0.0064,0.151,0.0906,0.0368,0.0153,0.0073,0.0016,100,0.0018,34,0.25,0.03,0,0,2022-06-26,"Travelers Championship"
"Luke Donald",23114245,6400,47.78,46.4,0.8,76,25,43,0.7,43.7,-0.22,0.235289467904316,-0.221,44,-0.039,-0.108,0.044,-0.241,-0.054,0.037,-0.07,-0.016,-0.05,-0.668,0.3292,0.0018,0.0736,0.0391,0.0132,0.0047,0.002,6e-04,56,0.0014,59.5,0.09,-0.13,-0.02,1,2022-06-26,"Travelers Championship"
"Tyler Duncan",23114246,6400,54.13,50.51,5.1,79.5,25.5,55.7,2.1,57.8,0.74,5.06225810172116,-0.018,32,-0.001,0.002,0.013,-0.023,0.116,0.017,0.193,0.019,0.229,0.319,0.5294,0.0056,0.2234,0.1446,0.0671,0.0312,0.017,0.0045,46,0.0349,64,0.7,0.48,0.07,5,2022-06-26,"Travelers Championship"
"Max McGreevy",23114247,6400,45.24,33.3,0.2,57.85,20.5,40.7,0.5,41.2,-0.31,0.0417220668478584,-0.907,27,0.018,-0.003,-0.028,-0.008,-0.04,0.021,0.02,0.014,0.055,-0.912,0.2908,0.0014,0.0544,0.0275,0.0093,0.0032,0.0016,4e-04,100,6e-04,14.5,0.06,-0.16,-0.02,0,2022-06-26,"Travelers Championship"
"Bo Hoag",23123235,6400,40.21,46,0.13,75.5,24,40.9,0.5,41.4,-0.3,0.0417220668478584,-1.004,33,-0.004,0,-0.061,0.029,-0.054,0.014,0.012,0.043,0.069,-1.025,0.2693,0.0014,0.046,0.0224,0.0067,0.0019,8e-04,1e-04,100,3e-04,18,0.02,-0.2,-0.03,0,2022-06-26,"Travelers Championship"
"Kevin Tway",23114248,6300,41.95,38.34,0.24,67.35,22.5,43.7,0.8,44.5,-0.16,0.273242465742039,-0.642,33,-0.004,0.07,-0.011,0.08,0.217,-0.032,-0.232,0.006,-0.257,-0.547,0.3496,0.0017,0.0818,0.0425,0.0138,0.0052,0.0023,4e-04,67,0.0023,56,0.06,-0.11,-0.02,0,2022-06-26,"Travelers Championship"
"Brandon Wu",23114249,6300,51.03,45.48,0.62,75.5,24,47.9,1.1,49,0.02,0.907983086911893,-0.4,25,0.024,0.036,0.026,0.051,-0.04,0.011,0.012,0.024,0.046,-0.257,0.4164,0.0042,0.1247,0.074,0.0294,0.0121,0.0065,0.0015,100,0.0048,18.5,0.24,0.07,0.01,1,2022-06-26,"Travelers Championship"
"Taylor Moore",23114250,6300,48,48,1.2,77.5,24.5,50.4,1.4,51.8,0.27,1.20680554887573,-0.221,28,0.013,0.073,-0.017,0.197,-0.04,-0.013,0.034,0.017,0.039,0.043,0.4696,0.0039,0.1666,0.1015,0.0418,0.017,0.0087,0.0021,56,0.0035,55,0.33,0.16,0.02,1,2022-06-26,"Travelers Championship"
"Robert Streb",23114251,6300,46.79,44.65,0.63,74.5,24,49.2,1.3,50.5,0.15,0.931826848310849,-0.334,35,-0.008,0.02,-0.009,0.07,0.138,0.004,-0.045,0.006,-0.035,-0.158,0.426,0.003,0.1374,0.0812,0.0332,0.0134,0.0073,0.0016,35,0.0064,78,0.25,0.08,0.01,1,2022-06-26,"Travelers Championship"
"Austin Cook",23114252,6300,43.74,34.59,0.35,61.85,21,43.1,0.7,43.8,-0.19,0.411819533206551,-0.768,31,0.005,-0.028,0.014,-0.102,-0.005,0.035,0.15,0.011,0.196,-0.688,0.3272,0.0018,0.0756,0.0402,0.0128,0.005,0.0022,4e-04,63,0.0023,67.5,0.06,-0.11,-0.02,0,2022-06-26,"Travelers Championship"
"Harry Higgs",23114253,6300,44.3,39.32,0.3,69,22.5,42.5,0.7,43.2,-0.21,0.648803304428477,-0.607,30,0.007,0.07,-0.004,-0.066,-0.064,-0.003,-0.145,-0.006,-0.155,-0.819,0.3034,0.0013,0.0615,0.0304,0.0105,0.0034,0.0017,3e-04,70,0.0034,59.5,0.05,-0.12,-0.02,0,2022-06-26,"Travelers Championship"
"Henrik Norlander",23114254,6300,46.75,50.4,0.41,80.35,25.5,48,1.1,49.1,0.03,0.664602222509938,-0.445,35,-0.008,-0.043,-0.005,0.013,0.068,0.018,0.091,0.033,0.143,-0.278,0.4102,0.0037,0.1224,0.0685,0.0265,0.0103,0.0054,0.0011,100,0.0023,24.5,0.17,0,0,0,2022-06-26,"Travelers Championship"
"Andrew Novak",23114255,6300,51.5,49,0.54,79,25,45.3,0.9,46.2,-0.1,0.49081412361386,-0.334,27,0.018,0.03,0.006,-0.014,-0.04,0,-0.144,0.007,-0.137,-0.47,0.3707,0.0034,0.0942,0.0517,0.0185,0.007,0.0036,0.001,46,0.0014,65,0.16,-0.01,0,1,2022-06-26,"Travelers Championship"
"Roger Sloan",23114256,6300,40.98,49.03,0.27,78.5,25,45.5,0.9,46.4,-0.09,0.0417220668478584,-0.538,35,-0.008,0.02,-0.01,0.04,-0.032,0.011,-0.019,0.016,0.007,-0.52,0.3635,0.0031,0.0936,0.0506,0.0181,0.0069,0.0034,8e-04,100,0.001,38.5,0.13,-0.04,-0.01,0,2022-06-26,"Travelers Championship"
"Dylan Wu",23114257,6300,46.26,40.96,0.26,70.5,23,42.6,0.7,43.2,-0.21,0.0417220668478584,-0.732,25,0.022,0.031,-0.015,0.019,-0.04,-0.004,-0.066,0.013,-0.057,-0.772,0.3139,0.0024,0.0665,0.034,0.0113,0.0039,0.0019,4e-04,100,3e-04,19.5,0.06,-0.11,-0.02,0,2022-06-26,"Travelers Championship"
"Brandt Snedeker",23114258,6200,45.55,45.33,0.88,74.5,24,46.9,1,47.9,-0.01,1.41237300488255,-0.327,41,-0.029,-0.105,-0.007,-0.089,0.117,0.039,0.083,-0.003,0.118,-0.322,0.4032,0.0036,0.1152,0.0658,0.0245,0.0095,0.0051,0.001,100,0.0108,23,0.16,0.04,0.01,1,2022-06-26,"Travelers Championship"
"Justin Lower",23114259,6200,57.25,38.7,0.47,67.5,22.5,46.7,1,47.7,-0.01,0.800132626747816,-0.254,33,-0.002,-0.012,-0.01,-0.045,-0.04,0.015,-0.03,0.011,-0.004,-0.367,0.3887,0.0028,0.1077,0.0606,0.0222,0.0086,0.0042,0.001,100,0.0106,22.5,0.16,0.04,0.01,0,2022-06-26,"Travelers Championship"
"Sam Ryder",23114260,6200,49.98,49.45,0.92,78.5,25,50.6,1.4,52,0.34,0.923740073488124,-0.085,32,0.001,0.029,0.014,-0.125,0.081,0.013,0.022,-0.001,0.035,-0.05,0.4561,0.0047,0.1522,0.0913,0.0379,0.0148,0.0075,0.0017,35,0.0085,69.5,0.27,0.15,0.02,1,2022-06-26,"Travelers Championship"
"Trey Mullinax",23114261,6200,50.35,48.97,0.53,79.5,25,44.4,0.8,45.1,-0.11,0.102196333252115,-0.561,29,0.009,0.047,-0.012,0.153,-0.001,-0.052,-0.225,0.043,-0.233,-0.598,0.3471,0.0032,0.0832,0.0446,0.0164,0.0061,0.0032,0.001,100,0.0016,29,0.16,0.04,0.01,1,2022-06-26,"Travelers Championship"
"Kiradech Aphibarnrat",23114262,6200,48.88,38.78,0.18,67.5,22.5,42.3,0.6,42.9,-0.2,0.244386595985271,-0.718,32,-0.001,0.016,-0.011,-0.049,-0.054,0.02,0.011,0.024,0.054,-0.762,0.3155,0.0017,0.0688,0.0366,0.0125,0.0044,0.0019,4e-04,100,0.0019,26,0.06,-0.06,-0.01,0,2022-06-26,"Travelers Championship"
"Kelly Kraft",23114263,6200,41.79,37.09,0.57,65.5,22,45.2,0.9,46.1,-0.07,0.746338779323402,-0.562,33,-0.003,0.044,0.065,-0.165,-0.013,0.029,0.082,0.011,0.122,-0.513,0.3636,0.0031,0.0934,0.0506,0.0188,0.0075,0.0041,0.001,56,0.0027,53,0.16,0.04,0.01,1,2022-06-26,"Travelers Championship"
"Chesson Hadley",23114264,6200,42.35,34.82,0.22,61.5,21,36.7,0.3,37.1,-0.42,0.0417220668478584,-0.958,34,-0.007,0.009,-0.039,-0.202,-0.036,-0.006,-0.136,0.019,-0.123,-1.356,0.2175,0.0012,0.0297,0.0142,0.0043,0.0012,4e-04,0,5,7e-04,104.5,0,-0.12,-0.02,0,2022-06-26,"Travelers Championship"
"Michael Gligic",23114265,6200,48.25,37.85,0.21,66,22,43,0.7,43.7,-0.17,0.0417220668478584,-0.659,32,0,-0.016,-0.015,0.058,-0.031,0.002,-0.092,0.03,-0.06,-0.724,0.3162,0.0017,0.068,0.035,0.013,0.0044,0.002,3e-04,40,7e-04,71,0.05,-0.07,-0.01,0,2022-06-26,"Travelers Championship"
"David Skinns",23114266,6200,48.11,36.53,0.08,64.5,22,37.4,0.4,37.8,-0.39,0.0417220668478584,-0.865,40,-0.025,0.001,0.003,-0.087,-0.04,0,-0.256,0.01,-0.247,-1.259,0.2282,8e-04,0.033,0.0158,0.0046,0.0017,8e-04,1e-04,100,4e-04,34,0.02,-0.1,-0.01,0,2022-06-26,"Travelers Championship"
"Ben Kohles",23114267,6200,52,37.88,0.14,67,22,44.2,0.8,45.1,-0.11,0.0417220668478584,-0.477,32,0.001,0.025,0.017,-0.088,-0.03,0.031,0.016,0.013,0.06,-0.491,0.3624,0.0019,0.0901,0.0486,0.0172,0.006,0.0029,6e-04,100,9e-04,27,0.1,-0.02,0,0,2022-06-26,"Travelers Championship"
"Sung Kang",23114268,6100,47.5,33.55,0.45,59,20.5,41,0.5,41.5,-0.22,0.0417220668478584,-1.039,35,-0.008,-0.031,0.007,0.019,0.021,0.016,-0.024,0.032,0.025,-1.006,0.2823,0.0029,0.0531,0.0277,0.0088,0.0031,0.0016,5e-04,100,0.0013,24.5,0.08,0.01,0,0,2022-06-26,"Travelers Championship"
"Scott Gutschewski",23114269,6100,47.62,46.01,0.66,70.14,21.84,45.3,0.9,46.2,-0.05,0.204513499918318,-0.333,45,-0.043,0,-0.001,0.045,-0.054,-0.003,-0.039,0.031,-0.011,-0.396,0.3845,0.003,0.1,0.0532,0.0184,0.0066,0.0034,5e-04,100,0.0016,36,0.08,0.01,0,1,2022-06-26,"Travelers Championship"
"Jim Herman",23114270,6100,42.47,42.2,0.22,73,23,46,1,47,-0.02,0.292269102951107,-0.728,44,-0.039,-0.038,-0.077,0.037,0.069,0.019,0.223,0.058,0.3,-0.475,0.3707,0.004,0.1,0.0561,0.0204,0.008,0.0039,0.0011,100,0.0017,26.5,0.18,0.11,0.02,0,2022-06-26,"Travelers Championship"
"Cole Hammer",23114271,6100,23,32.78,0.71,57.35,20,35.4,0.3,35.7,-0.44,0.40737395689075,-1.198,22,0.032,-0.003,0.016,-0.067,-0.04,0.02,-0.28,0.057,-0.204,-1.463,0.2041,0.0011,0.0244,0.0109,0.0031,0.0011,5e-04,1e-04,100,0.0017,27,0.02,-0.05,-0.01,1,2022-06-26,"Travelers Championship"
"Curtis Thompson",23114272,6100,42.16,44.7,0.02,74.5,24,40,0.5,40.5,-0.26,0.0417220668478584,-0.882,29,0.01,0.015,0.015,0.118,-0.04,-0.031,-0.21,0.046,-0.195,-0.958,0.2753,0.0012,0.0471,0.0232,0.0074,0.0024,9e-04,3e-04,100,5e-04,33,0.05,-0.02,0,0,2022-06-26,"Travelers Championship"
"Nick Watney",23114273,6100,43.19,30.23,0.11,36,19.5,35.7,0.3,36,-0.43,0.0417220668478584,-1.163,41,-0.028,-0.003,-0.086,-0.198,0.142,-0.004,-0.159,0.04,-0.124,-1.46,0.1986,0.001,0.0237,0.0112,0.0034,9e-04,4e-04,0,100,8e-04,14,0,-0.07,-0.01,0,2022-06-26,"Travelers Championship"
"William McGirt",23114274,6100,40.5,42.55,0.02,72,23.5,45,0.9,45.9,-0.06,0.0417220668478584,-0.457,43,-0.034,-0.142,-0.009,-0.065,0.155,0.045,0.042,0.008,0.095,-0.458,0.3751,0.0033,0.1002,0.0553,0.0203,0.0075,0.0038,8e-04,8,3e-04,84.5,0.13,0.06,0.01,0,2022-06-26,"Travelers Championship"
"Bill Haas",23114275,6100,52.09,41.03,0.29,70,23,43.8,0.7,44.5,-0.11,0.464700220263248,-0.284,40,-0.024,-0.077,0.021,-0.071,0.009,0.004,-0.117,-0.015,-0.129,-0.555,0.3586,0.0025,0.0838,0.0454,0.0159,0.0059,0.0027,5e-04,25,0.0069,77,0.08,0.01,0,0,2022-06-26,"Travelers Championship"
"Paul Barjon",23114276,6100,47.56,46.35,0.58,76.5,24.5,44.7,0.8,45.5,-0.07,0.62747109284914,-0.797,29,0.01,0.097,-0.005,0.213,-0.04,-0.034,-0.035,0.062,-0.007,-0.529,0.365,0.0036,0.095,0.0526,0.0187,0.0069,0.0034,7e-04,53,0.003,61.5,0.11,0.04,0.01,1,2022-06-26,"Travelers Championship"
"Andrew Landry",23114277,6100,45.05,31.57,0.16,42.2,19.5,39.7,0.5,40.2,-0.27,0.251910254162703,-1.027,34,-0.007,-0.057,-0.131,-0.027,-0.037,0.03,0.141,0.048,0.219,-1.067,0.2659,0.0015,0.047,0.0233,0.0074,0.0023,0.0011,2e-04,100,9e-04,27.5,0.03,-0.04,-0.01,0,2022-06-26,"Travelers Championship"
"Seth Reeves",23114278,6100,45.11,36.51,0.09,65,21.5,42.7,0.7,43.3,-0.15,0.0417220668478584,-0.89,31,0.004,0.039,-0.034,0.159,-0.02,-0.032,-0.072,0.058,-0.046,-0.788,0.3062,0.0015,0.0648,0.0339,0.0111,0.0035,0.0015,4e-04,100,6e-04,18,0.07,0,0,0,2022-06-26,"Travelers Championship"
"Ben Silverman",23123237,6100,33,46.82,0.05,77,24.5,36.8,0.3,37.1,-0.39,0.246372876304176,-1.527,34,-0.006,-0.019,-0.162,0.046,-0.024,0.021,0.124,0.073,0.218,-1.476,0.1993,8e-04,0.0249,0.0111,0.0038,0.0012,5e-04,1e-04,46,2e-04,57.5,0.02,-0.05,-0.01,0,2022-06-26,"Travelers Championship"
"Joshua Creel",23123238,6100,35.28,33.45,0.01,59,20.5,37.9,0.4,38.3,-0.34,0.0417220668478584,-1.383,32,0.001,-0.004,-0.064,-0.001,-0.04,0.045,0.043,0.058,0.146,-1.345,0.213,9e-04,0.0265,0.0117,0.0031,8e-04,3e-04,1e-04,100,2e-04,26.5,0.02,-0.05,-0.01,0,2022-06-26,"Travelers Championship"
"Brandon Hagy",23114279,6000,42.72,41.93,0.27,72,23,39.9,0.5,40.4,-0.24,0.0417220668478584,-0.89,31,0.005,0.065,-0.012,0.171,-0.04,-0.055,-0.332,0.037,-0.35,-1.052,0.2631,0.0017,0.0434,0.0204,0.0064,0.0022,8e-04,1e-04,100,0.0013,20,0.02,-0.01,0,0,2022-06-26,"Travelers Championship"
"Jared Wolfe",23114280,6000,44.22,45.08,0.24,75,24,39.6,0.4,40,-0.25,0.0417220668478584,-0.99,34,-0.005,0.052,-0.029,0.068,-0.04,-0.026,-0.171,0.04,-0.156,-1.101,0.2542,0.0014,0.0418,0.0206,0.0065,0.0025,0.0011,3e-04,100,9e-04,30,0.05,0.02,0,0,2022-06-26,"Travelers Championship"
"Richy Werenski",23114281,6000,39.78,39.68,0.36,69.5,22.5,39.9,0.5,40.4,-0.24,0.0417220668478584,-0.964,30,0.007,-0.029,-0.024,-0.028,0.066,0.012,-0.062,0.016,-0.034,-1.006,0.277,0.0021,0.0503,0.0246,0.0083,0.0027,0.0013,4e-04,100,0.0016,22,0.07,0.04,0.01,0,2022-06-26,"Travelers Championship"
"Morgan Hoffmann",23114283,6000,20,27.19,0.03,32.5,18,36.8,0.3,37.1,-0.36,0.0417220668478584,-1.136,32,-0.001,-0.015,-0.292,-0.122,0.129,0.027,-0.072,0.024,-0.021,-1.459,0.2052,0.001,0.0278,0.0132,0.0047,0.0015,6e-04,1e-04,68,0.0013,53.5,0.02,-0.01,0,0,2022-06-26,"Travelers Championship"
"Michael Thorbjornsen",23114284,6000,21.5,41.96,0.23,72,23,37.1,0.3,37.5,-0.35,0.0417220668478584,-1.219,20,0.039,-0.03,0.029,0.037,-0.04,-0.026,-0.185,0.078,-0.133,-1.317,0.2282,0.0014,0.0309,0.0145,0.0042,0.0013,6e-04,1e-04,4,0.0019,113.5,0.02,-0.01,0,0,2022-06-26,"Travelers Championship"
