player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Dorian Thompson-Robinson,83574,QB,UCLA,6,35,7,2,15.9,50,0,136,0,0,3,81,19.8,10,23,324,4,21,73.1,69.9,64.6,,,75.5,60.0,35,2,0,0,0,210,178,28,0,35,4,314,157,2.49,5.0,,5
Kevin Harris,99141,HB,S CAROLINA,5,63,10,0,0.0,0,0,198,3,2,10,149,39.4,6,14,289,0,24,67.0,13.8,,55.2,46.5,74.2,48.8,13,1,82,9,84,74,0,0,15,72,2,198,149,2.37,3.1,0.98,36
A'Jon Vivens,75949,HB,COLO STATE,5,63,4,1,15.5,36,0,232,2,0,4,135,12.2,3,7,144,1,44,55.5,82.7,,49.0,50.9,56.9,64.1,36,0,33,7,63,86,0,0,9,70,0,232,135,2.14,3.7,0.52,18
O'Maury Samuels,57296,HB,NEW MEX ST,7,62,7,2,21.6,38,0,176,2,3,7,108,23.2,4,10,242,0,10,63.4,82.4,,18.5,60.5,70.0,63.7,23,0,72,13,81,86,0,0,16,75,1,176,108,1.74,2.8,0.89,51
Xavier Williams,57263,HB,KENT STATE,6,62,20,2,19.0,53,0,279,0,0,20,163,83.5,9,16,201,0,29,76.2,80.5,,49.6,54.0,78.1,55.6,38,0,14,1,34,80,0,0,3,63,0,279,163,2.63,4.5,0.41,32
Ailym Ford,105612,HB,CHATTNOOGA,3,62,13,2,23.0,73,0,318,0,0,13,161,51.9,10,16,137,0,12,72.3,81.1,,17.3,59.1,74.0,60.0,48,0,15,3,36,63,0,0,4,65,2,318,161,2.6,5.1,0.42,50
Damien Moore,70767,HB,CAL,5,62,13,3,21.1,66,0,313,1,2,13,205,72.9,7,18,130,2,38,73.5,82.5,,81.4,50.0,78.5,57.8,32,0,50,6,84,75,0,0,9,68,5,313,205,3.31,5.0,0.6,24
Josh Samuel,57481,HB,JVILLE ST,6,61,6,4,35.8,121,0,338,0,1,6,220,37.1,8,17,196,0,13,67.9,82.2,,53.9,71.5,67.0,51.2,42,0,58,7,68,89,0,0,8,68,2,338,220,3.61,5.5,0.85,46
Deion Hankins,97310,HB,UTEP,4,61,8,2,23.3,44,0,189,0,0,8,146,31.4,4,11,330,0,17,59.2,79.7,,64.5,56.9,59.0,59.5,25,0,0,0,4,69,0,0,0,61,3,189,146,2.39,3.1,0.0,44
Drake Anderson,83729,HB,ARIZONA,5,61,10,3,21.4,51,0,238,0,3,10,172,49.5,7,17,109,0,17,69.5,21.8,,56.9,61.5,73.6,58.5,19,1,76,13,113,73,0,0,17,74,1,238,172,2.82,3.9,0.67,43
Isaac Ruoss,77033,FB,NAVY,5,61,6,1,6.9,16,0,233,0,0,6,145,23.0,4,16,237,0,8,65.9,85.5,,61.9,61.5,67.8,49.4,16,0,-1,1,6,114,0,0,1,62,2,233,145,2.38,3.8,-0.17,0
Calvin Camp,61202,HB,CHARLOTTE,6,61,14,6,50.9,167,0,328,1,2,14,220,87.4,9,16,136,2,19,68.5,80.8,,80.9,52.3,70.5,56.4,44,0,26,5,65,76,0,0,6,66,3,328,220,3.61,5.4,0.4,42
Jarek Broussard,83656,HB,COLORADO,5,60,18,4,32.0,82,0,256,0,1,18,187,92.5,8,16,143,0,25,73.3,82.5,,50.9,61.6,74.3,57.6,30,0,18,4,58,71,0,0,6,64,2,256,187,3.12,4.3,0.31,35
Dylan McDuffie,77703,HB,BUFFALO,6,60,19,6,40.4,141,0,349,1,0,19,182,88.7,11,23,126,0,18,77.6,0.0,,57.3,57.7,79.8,56.5,37,1,43,5,40,76,0,0,7,65,5,349,182,3.03,5.8,1.08,42
Travis Dye,83738,HB,OREGON,5,60,10,6,40.8,156,0,382,1,2,10,228,67.1,9,21,264,0,29,76.7,80.9,,32.2,65.1,78.6,58.3,53,0,80,8,67,74,0,0,10,68,3,382,228,3.8,6.4,1.19,31
Chase Brown,77787,HB,ILLINOIS,5,60,13,7,50.0,207,0,414,0,8,13,314,159.3,11,17,187,0,13,77.8,0.0,,42.4,74.5,80.9,59.2,80,2,104,9,63,68,0,0,9,69,3,414,314,5.23,6.9,1.65,46
Calvin Hill,97069,HB,TEXAS ST,5,59,8,5,32.7,102,0,312,0,1,8,190,43.9,10,17,314,1,23,75.9,80.9,,51.5,66.3,77.9,55.8,27,0,23,7,66,72,0,0,9,66,0,312,190,3.22,5.3,0.35,29
Tucker Gregg,83669,HB,GA STATE,6,59,10,4,40.2,149,0,371,0,0,10,173,48.9,7,20,175,1,2,82.0,80.1,,69.5,57.8,82.6,50.4,57,0,10,1,35,86,0,0,2,60,2,371,173,2.93,6.3,0.29,56
Reese White,97197,HB,COAST CAR,6,59,19,7,40.9,186,0,455,1,1,19,173,96.1,19,29,141,0,47,80.4,83.8,,59.6,47.9,84.9,60.9,64,0,28,2,60,123,0,0,3,61,7,455,173,2.93,7.7,0.47,11
Keyon Mozee,145809,HB,MIAMI OH,6,58,8,1,21.5,46,0,214,0,0,8,134,31.9,6,11,221,0,7,65.7,79.7,,53.6,52.6,66.7,56.9,46,0,0,0,25,66,0,0,2,58,1,214,134,2.31,3.7,0.0,50
Kevin Daniels,141626,HB,N ARIZONA,3,58,15,4,30.0,86,0,287,0,1,15,207,93.6,11,14,252,0,21,72.1,82.4,,26.0,59.7,75.7,57.5,32,0,17,3,58,74,0,0,6,61,1,287,207,3.57,4.9,0.29,37
Christian Anderson,60339,QB,ARMY,4,57,6,7,60.0,263,0,429,0,0,5,151,23.2,12,17,114,3,22,72.1,81.2,66.1,,,67.3,60.0,75,0,0,0,0,173,9,1,0,57,5,438,158,2.72,7.6,,21
Aaron Dumas,146135,HB,NEW MEXICO,6,57,22,3,18.3,51,0,279,0,0,22,213,144.2,9,15,241,1,10,70.4,2.4,,66.2,50.9,72.2,65.1,19,0,0,0,52,75,0,0,3,57,0,279,213,3.74,4.9,0.0,47
Jaren Mangham,97773,HB,USF,5,57,4,2,17.5,33,0,189,0,0,4,98,11.7,4,20,327,0,12,72.6,79.9,,28.4,57.6,75.5,56.1,17,0,15,2,43,72,0,0,3,59,9,189,98,1.72,3.3,0.35,45
Will Jones,57154,HB,BALL ST,6,57,7,1,10.8,21,0,195,0,0,7,165,32.7,5,10,117,0,21,60.8,83.3,,53.0,54.1,63.0,55.0,21,0,44,5,89,81,0,0,5,62,2,195,165,2.89,3.4,0.49,36
Johnny Ford,86854,HB,FAU,5,57,21,5,40.2,123,0,306,0,0,21,155,86.5,8,15,165,2,17,79.9,80.8,,53.1,72.6,78.9,56.9,32,0,126,9,52,72,0,0,12,66,2,306,155,2.72,5.4,2.42,37
Vincent Davis,99593,HB,PITTSBURGH,5,56,11,2,18.7,38,0,203,2,3,11,139,53.5,4,12,268,0,22,68.7,81.4,,47.4,57.5,72.1,59.5,19,0,66,9,66,67,0,0,11,65,2,203,139,2.48,3.6,1.0,29
Jayden Daniels,97993,QB,ARIZONA ST,6,27,18,3,17.5,67,0,103,0,0,7,66,63.4,17,20,110,1,6,86.9,68.9,80.9,,47.8,77.7,60.0,51,3,0,0,2,173,279,29,0,27,3,382,214,3.82,6.8,0.0,10
Jakobi Buchanan,102884,FB,ARMY,5,56,2,0,0.0,0,0,185,0,0,2,111,7.1,3,27,114,0,12,76.9,83.5,,63.8,,74.4,62.9,13,0,0,0,0,99,0,0,0,56,4,185,111,1.98,3.3,,0
Tayon Fleet-Davis,57290,HB,MARYLAND,6,56,10,5,38.3,134,0,350,0,14,10,174,102.2,10,21,215,1,24,73.4,82.0,,11.8,69.4,79.8,43.5,53,0,133,17,115,68,0,0,20,73,4,350,174,3.11,6.3,1.16,30
Cameron Carroll,77743,HB,TULANE,6,56,15,2,23.9,65,0,272,3,1,15,181,76.1,7,16,319,0,30,68.4,82.6,,35.6,51.8,74.0,66.0,40,0,135,12,75,79,0,0,16,68,2,272,181,3.23,4.9,1.8,23
Christian Turner,83703,HB,WAKE,6,56,10,2,14.4,31,0,216,0,0,10,126,38.8,3,14,339,1,26,66.2,80.2,,63.5,61.2,65.6,59.5,16,0,10,2,21,62,0,0,2,58,2,216,126,2.25,3.9,0.48,30
Malik Walker,103978,HB,PORTLAND,4,55,16,3,24.8,54,0,218,2,1,16,192,92.7,5,13,269,2,18,60.8,84.8,,25.3,52.1,66.7,54.4,22,1,30,9,83,68,0,0,11,64,3,218,192,3.49,4.0,0.36,24
Jason Bean,83529,QB,KANSAS,5,35,9,3,27.7,86,0,171,0,0,4,63,20.6,9,14,198,4,15,60.0,83.5,57.4,,,61.5,60.0,46,0,0,0,0,144,140,20,0,35,2,311,160,2.91,5.7,,12
Eric Gray,99143,HB,OKLAHOMA,6,55,19,7,40.8,115,0,282,0,5,19,186,124.9,10,14,261,0,24,76.8,81.7,,52.0,75.8,78.2,56.5,18,0,104,10,95,67,0,0,12,65,0,282,186,3.38,5.1,1.09,31
Devin Neal,144558,HB,KANSAS,5,55,11,3,38.2,100,0,262,0,0,11,195,70.9,7,14,198,0,29,73.9,81.7,,39.5,50.4,76.3,60.2,62,0,0,0,40,74,0,0,2,55,2,262,195,3.55,4.8,0.0,26
KJ Jefferson,99129,QB,ARKANSAS,6,47,13,5,34.1,123,0,298,0,0,11,221,110.0,14,21,111,1,21,85.1,84.8,74.4,,54.3,82.2,60.0,38,0,0,0,1,221,63,8,0,47,5,361,258,4.69,6.6,0.0,13
Gunnar Holmberg,77625,QB,DUKE,6,45,1,2,19.5,44,0,188,0,0,1,61,3.0,7,16,154,4,4,80.0,72.7,79.6,,,65.4,60.1,26,2,0,0,0,236,38,10,0,45,6,226,73,1.33,4.1,,22
Vavae Malepeai,40626,HB,USC,6,55,12,2,21.2,47,0,222,0,2,12,143,57.8,4,18,326,0,11,69.2,81.4,,73.3,68.8,68.6,57.5,27,0,34,8,83,66,0,0,9,63,2,222,143,2.6,4.0,0.41,43
Dustin Crum,60418,QB,KENT STATE,6,35,17,5,28.2,109,0,216,0,0,11,163,146.4,13,24,201,2,19,88.7,85.6,77.4,,,87.0,60.1,35,1,0,0,0,221,170,20,0,35,4,386,244,4.44,7.0,,8
O'Shaan Allison,77801,HB,OHIO,6,55,9,3,26.2,70,0,267,0,2,9,147,47.4,7,12,259,0,24,64.9,82.0,,16.3,67.9,68.8,52.9,37,0,82,7,76,74,0,0,8,62,0,267,147,2.67,4.9,1.08,30
Carson Steele,145632,HB,BALL ST,6,55,14,3,36.1,86,0,238,0,0,14,204,91.1,7,11,117,2,25,64.8,81.9,,45.9,54.1,67.0,58.1,37,0,22,2,52,64,0,0,3,57,4,238,204,3.71,4.3,0.42,30
Sam Howell,97599,QB,N CAROLINA,6,23,29,5,27.9,150,0,252,0,0,11,98,203.8,21,24,245,7,1,85.8,71.2,76.3,,57.0,85.1,60.0,62,1,0,0,0,157,286,32,0,23,3,538,272,4.95,9.8,,14
Deon McIntosh,41088,HB,WASH STATE,6,55,20,7,49.0,129,0,263,0,1,20,183,109.2,11,17,341,0,22,76.3,82.0,,57.6,69.8,78.3,49.6,24,0,75,9,48,66,0,0,9,64,1,263,183,3.33,4.8,1.56,28
Justice Ellison,123383,HB,WAKE,5,55,3,2,30.6,78,0,255,0,1,3,122,15.0,4,14,339,0,35,76.5,79.4,,75.4,72.2,73.7,60.0,63,0,32,4,23,62,0,0,4,59,3,255,122,2.22,4.6,1.39,20
Cyrus Habibi-Likio,57379,HB,BOISE ST,6,54,11,0,0.0,0,0,181,0,6,11,108,47.2,4,13,120,0,28,70.5,82.7,,26.5,86.3,68.2,45.6,12,0,160,18,86,65,0,0,20,72,2,181,108,2.0,3.4,1.86,26
Raheim Sanders,146626,HB,ARKANSAS,6,54,13,3,27.5,89,0,324,0,3,13,195,99.6,10,21,111,2,12,72.1,79.4,,24.7,69.6,73.2,47.9,42,0,48,4,35,78,0,0,4,58,1,324,195,3.61,6.0,1.37,41
Xavier Shepherd,104767,QB,KENNESAW,3,49,7,2,15.6,32,0,173,0,0,6,90,22.5,6,17,200,4,3,55.6,80.2,61.4,,,53.0,60.0,16,0,0,0,0,114,32,5,0,49,5,205,96,1.78,3.8,,27
Devin Wynn,64193,HB,FURMAN,4,54,8,4,44.8,100,0,223,0,2,8,145,43.3,5,15,170,0,20,69.1,83.2,,75.6,64.8,68.9,56.6,42,0,82,8,71,93,0,0,10,62,2,223,145,2.69,4.1,1.15,32
Ulysses Bentley IV,97200,HB,SMU,5,54,20,6,41.2,169,0,410,0,0,20,291,173.8,14,21,287,0,19,90.1,0.4,,79.1,66.5,93.1,56.3,85,1,46,8,74,59,0,0,11,62,2,410,291,5.39,7.6,0.62,34
Tai Lavatai,121854,QB,NAVY,3,50,5,1,12.3,20,0,147,0,0,5,89,17.8,3,11,237,3,14,54.6,55.6,55.2,,,56.3,60.0,20,1,0,0,0,155,15,4,0,50,2,162,98,1.81,3.0,,13
Henry Parrish Jr.,124144,HB,OLE MISS,5,54,15,7,42.4,142,0,335,2,5,15,193,111.7,11,20,226,1,25,75.2,81.2,,70.4,52.4,80.0,64.8,33,0,90,10,71,76,0,0,12,64,1,335,193,3.57,6.2,1.27,29
Kareem Walker,41492,HB,S ALABAMA,3,53,13,3,33.2,69,0,208,1,1,13,124,57.5,6,13,288,0,20,70.8,80.0,,60.5,48.9,73.2,60.0,35,0,5,4,45,58,0,0,6,57,4,208,124,2.34,3.9,0.11,33
Jordan Myers,41521,HB,RICE,5,53,10,3,43.9,107,0,244,0,2,10,115,37.2,3,17,275,0,28,79.3,83.1,,84.6,72.4,79.6,65.5,64,0,140,17,89,77,0,0,19,70,5,244,115,2.17,4.6,1.57,25
Jaison Patterson,145654,HB,BOWL GREEN,6,53,15,2,19.2,38,0,198,0,4,15,147,87.8,3,12,122,1,36,66.0,82.2,,86.6,58.7,68.7,37.2,21,0,40,7,63,70,0,0,9,60,1,198,147,2.77,3.7,0.63,17
SaRodorick Thompson,77777,HB,TEXAS TECH,4,52,12,5,41.4,99,0,239,0,1,12,156,72.2,7,17,315,0,17,76.1,80.3,,42.5,52.3,78.6,86.4,24,0,79,2,69,64,0,0,3,54,6,239,156,3.0,4.6,1.14,33
Hendon Hooker,60593,QB,TENNESSEE,6,36,26,5,26.7,89,0,210,0,0,13,148,148.5,11,16,307,6,15,79.9,83.9,71.7,,,76.3,60.1,23,1,0,0,0,168,123,16,0,36,3,333,263,5.06,6.4,,13
Chris Smith,83693,HB,LA LAFAYET,5,52,16,1,11.7,27,0,231,2,2,16,153,91.3,7,13,207,0,6,61.6,82.8,,64.7,44.7,67.0,49.5,27,0,36,6,78,69,0,0,8,58,3,231,153,2.94,4.4,0.46,46
Michael Wiley,98617,HB,ARIZONA,5,52,10,0,0.0,0,0,179,0,2,10,132,47.6,4,11,109,2,9,67.9,81.4,,80.0,62.2,68.6,57.0,12,0,111,12,64,64,0,0,14,64,0,179,132,2.54,3.4,1.73,43
Chaz Ward,105622,HB,LAMAR,4,51,4,0,0.0,0,0,174,0,0,4,103,15.8,4,12,204,0,20,72.1,81.4,,76.7,54.1,70.2,69.0,11,0,0,0,16,65,0,0,0,51,3,174,103,2.02,3.4,0.0,16
Deshaun Fenwick,83759,HB,OREGON ST,6,51,12,4,22.4,72,0,322,0,0,12,164,74.2,14,20,265,1,21,75.7,81.4,,79.3,55.9,75.0,56.5,24,0,-5,1,20,68,0,0,2,52,3,322,164,3.22,6.3,-0.25,30
Darriel Mack Jr.,55405,QB,DOMINION,6,36,19,1,13.7,40,0,141,0,0,8,120,74.1,9,16,263,3,22,64.5,71.2,55.9,,,75.0,60.0,42,2,0,0,0,202,151,15,0,36,6,292,260,5.1,5.7,,10
Andrew Henry,154703,HB,LA MONROE,5,51,11,3,42.5,85,1,200,1,1,11,163,69.7,5,5,209,1,6,54.0,81.3,,13.0,49.0,63.1,53.5,40,1,16,4,78,87,0,0,7,55,1,200,163,3.2,3.9,0.21,43
Elijah Davis,83736,HB,DOMINION,6,51,14,7,51.3,143,0,279,1,1,14,202,110.0,10,19,263,2,9,69.7,80.2,,27.2,45.3,76.4,55.1,31,0,4,3,56,65,0,0,4,54,2,279,202,3.96,5.5,0.07,41
Jordan Travis,77615,QB,FLORIDA ST,5,30,11,2,23.1,73,0,136,0,0,7,71,55.2,8,17,167,2,8,81.3,82.2,73.9,67.7,,74.6,60.6,53,0,0,0,0,106,180,21,0,30,3,316,131,2.57,6.2,,12
Spencer Sanders,77660,QB,OKLA STATE,4,45,14,1,15.2,25,0,86,0,0,13,74,47.5,9,15,262,2,6,84.7,83.7,81.8,,,71.1,60.0,35,0,0,0,0,194,79,6,0,45,2,165,80,1.57,3.2,,17
Kevin Mensah,55106,HB,UCONN,7,51,8,0,0.0,0,0,164,1,0,8,138,38.7,3,7,146,0,24,63.8,80.8,,53.4,55.4,67.4,48.5,13,0,40,5,61,66,0,0,6,56,0,164,138,2.71,3.2,0.66,26
Max Duggan,99470,QB,TCU,5,42,11,2,26.2,61,0,171,0,0,7,112,44.4,5,13,305,3,19,74.5,83.8,71.1,,,67.8,60.0,33,1,0,0,0,175,62,8,0,42,2,233,150,3.0,4.7,,18
Jawon Hamilton,28919,HB,E MICHIGAN,5,50,19,5,36.7,101,0,275,0,0,19,162,123.1,9,17,160,0,39,80.3,82.7,,47.2,53.0,80.8,59.0,25,0,0,0,24,55,0,0,0,50,3,275,162,3.24,5.5,0.0,11
Isaiah Bowser,66123,HB,UCF,3,50,9,3,25.6,68,0,266,2,0,9,185,60.5,8,17,323,0,14,70.0,80.9,,33.1,43.3,76.6,59.0,30,0,33,5,67,56,0,0,7,55,5,266,185,3.7,5.3,0.49,34
Devon Achane,124305,HB,TEXAS A&M,6,50,13,6,56.1,185,0,330,0,6,13,238,135.0,9,18,312,0,9,81.1,81.2,,68.7,85.9,79.8,57.6,63,0,163,17,74,59,0,0,17,67,2,330,238,4.76,6.6,2.2,41
Clint Ratkovich,34083,HB,N ILLINOIS,6,49,9,2,34.7,68,0,196,0,1,9,151,55.0,4,19,254,0,38,77.1,84.1,,65.0,68.8,76.3,70.4,52,0,66,7,67,76,0,0,8,56,4,196,151,3.08,4.0,0.99,11
Terrion Avery,102877,HB,S ALABAMA,5,49,11,0,0.0,0,0,156,1,4,11,89,50.5,4,9,288,0,22,66.8,78.9,,79.5,53.1,68.4,47.1,13,0,11,5,34,51,0,0,7,54,1,156,89,1.82,3.2,0.32,27
Josh Davis,63262,HB,WEBER ST,4,49,7,2,17.4,37,0,213,1,5,7,155,66.6,5,12,342,1,9,66.4,81.5,,71.7,55.6,69.0,57.1,21,0,53,8,63,65,0,0,11,57,1,213,155,3.16,4.3,0.84,40
Matt Corral,83517,QB,OLE MISS,5,31,15,2,9.5,30,0,199,0,0,10,103,107.2,11,21,226,1,15,91.1,84.6,88.0,,,79.6,60.0,19,3,0,0,0,168,116,18,0,31,8,315,164,3.35,6.4,,11
Todd Centeio,60552,QB,COLO STATE,5,31,6,0,0.0,0,0,116,0,0,3,53,16.0,10,13,144,2,6,75.2,40.8,73.4,,89.2,66.7,60.0,32,3,12,1,2,191,115,18,2,32,1,231,77,1.57,4.7,6.0,5
Malik Davis,57196,HB,FLORIDA,5,49,14,6,46.6,130,0,279,0,2,14,150,89.1,7,13,163,0,18,75.8,0.0,,41.3,57.3,84.1,52.9,31,2,31,6,63,75,0,0,10,55,3,279,150,3.06,5.7,0.49,31
Treshaun Ward,99619,HB,FLORIDA ST,6,49,14,7,48.9,177,0,362,0,6,14,197,129.7,15,21,167,0,22,90.1,80.8,,83.4,81.2,89.5,56.4,65,0,99,13,54,69,0,0,14,62,2,362,197,4.02,7.4,1.83,27
Edward Saydee,97300,HB,TEMPLE,6,49,8,3,36.5,70,0,192,1,2,8,159,55.9,6,10,306,1,18,65.8,83.4,,33.2,72.1,66.8,49.4,38,0,87,9,64,71,0,0,13,58,1,192,159,3.24,3.9,1.36,31
Nathaniel Peat,100586,HB,STANFORD,6,48,14,6,60.1,181,0,301,0,4,14,244,160.5,9,10,300,0,13,69.9,1.0,,31.7,67.9,72.5,60.0,87,1,58,9,60,55,0,0,10,57,2,301,244,5.08,6.3,0.97,33
King Doerue,97192,HB,PURDUE,4,48,13,4,39.9,89,0,223,0,4,13,165,97.4,5,13,273,0,25,70.0,82.6,,44.6,66.6,75.3,31.9,31,0,76,12,97,57,0,0,14,60,1,223,165,3.44,4.6,0.78,23
Israel Abanikanda,122999,HB,PITTSBURGH,5,48,12,3,23.2,48,0,207,0,4,12,118,67.8,4,17,268,0,20,78.8,80.3,,63.0,78.5,75.7,70.0,17,0,88,10,43,53,0,0,10,58,4,207,118,2.46,4.3,2.05,25
Ron Cook Jr.,97070,HB,BUFFALO,6,48,7,4,50.0,127,0,254,0,4,7,193,75.0,7,15,126,0,6,78.8,79.6,,54.6,83.7,76.6,68.3,55,0,90,11,43,60,0,0,13,59,2,254,193,4.02,5.3,2.09,41
Chris Reynolds,60361,QB,CHARLOTTE,6,35,10,3,29.2,68,0,160,0,0,5,99,40.4,9,14,136,3,13,86.9,69.1,83.0,,,74.7,60.1,37,1,0,0,0,196,73,13,0,35,3,233,154,3.21,4.9,,11
Ty Son Lawton,78578,HB,STNY BROOK,3,48,7,3,23.6,54,0,229,0,0,7,164,48.8,10,15,303,1,6,69.2,79.9,,74.3,61.5,68.0,58.0,21,0,14,1,22,54,0,0,2,49,3,229,164,3.42,4.8,0.64,42
Timmy McClain,144488,QB,USF,5,32,13,1,12.1,27,0,115,0,0,6,81,47.5,7,11,327,5,14,51.4,61.1,59.1,,,46.4,60.1,27,1,0,0,0,121,109,16,0,32,0,224,108,2.25,4.7,,12
Dontae McMillan,103994,HB,WEBER ST,5,48,20,4,37.5,106,0,283,1,0,20,249,211.7,10,15,342,1,15,80.5,80.0,,7.7,43.8,87.8,56.0,52,0,6,1,39,62,0,0,2,49,2,283,249,5.19,5.9,0.15,33
Gerald Green,97121,HB,GA SOUTHRN,6,48,16,8,70.6,231,0,327,1,0,16,219,146.0,9,13,174,0,33,78.0,79.7,,79.7,50.8,77.5,67.3,76,0,26,2,24,63,0,0,4,50,5,327,219,4.56,6.8,1.08,15
Malcolm Davidson,83660,HB,FAU,6,48,7,2,14.2,32,0,225,0,0,7,157,45.8,6,12,165,1,16,66.9,79.8,,82.4,59.8,65.8,63.8,17,0,10,2,30,61,0,0,2,50,0,225,157,3.27,4.7,0.33,31
Montrell Johnson,147141,HB,LA LAFAYET,5,47,10,3,23.6,55,0,233,1,1,10,169,77.6,7,17,207,1,14,69.9,80.5,,80.4,55.7,70.2,59.1,20,0,35,4,33,50,0,0,7,51,4,233,169,3.6,5.0,1.06,33
Braxton Burmeister,60513,QB,VA TECH,5,23,9,0,0.0,0,0,77,0,0,3,37,21.0,9,15,337,4,7,76.7,83.6,70.0,,,74.2,60.0,25,0,0,0,0,129,180,24,0,23,2,257,97,2.06,5.5,,8
Blake Hester,130295,HB,AKRON,5,47,4,3,42.5,97,0,228,1,0,4,89,14.0,6,10,102,0,11,67.2,81.3,,43.5,49.4,74.4,50.1,39,1,28,7,74,61,0,0,8,54,2,228,89,1.89,4.9,0.38,36
Michael Pratt,123229,QB,TULANE,6,24,8,2,19.4,35,0,77,1,0,3,58,30.2,4,14,319,5,7,54.1,84.8,58.0,,81.9,46.8,60.0,18,0,0,0,1,132,103,23,0,24,4,180,123,2.62,3.8,0.0,8
James Harris II,77030,FB,NAVY,5,47,10,2,21.0,45,0,214,1,0,10,125,56.6,5,13,237,0,7,62.5,86.2,,21.9,28.0,62.9,76.3,27,0,0,0,2,143,0,0,1,47,0,214,125,2.66,4.6,0.0,0
Micah Bernard,100583,HB,UTAH,5,47,20,6,59.6,158,0,265,0,4,20,213,184.3,7,10,328,2,8,71.5,82.2,,28.9,71.3,74.2,58.7,50,0,89,12,79,58,0,0,12,59,1,265,213,4.53,5.6,1.13,38
Jarquez Hunter,146662,HB,AUBURN,6,47,18,8,62.2,289,0,465,0,2,18,214,165.6,12,17,115,0,23,90.9,81.0,,37.6,81.4,91.4,64.6,94,0,42,8,44,58,0,0,8,55,3,465,214,4.55,9.9,0.95,24
Khalan Griffin,129847,HB,RICE,5,47,8,3,39.6,88,0,222,1,0,8,132,47.8,5,8,275,1,21,65.8,79.0,,73.9,31.0,67.5,59.1,36,0,0,0,17,53,0,0,1,47,1,222,132,2.81,4.7,0.0,26
Darren Grainger,78496,QB,GA STATE,6,40,13,3,27.4,81,0,261,0,0,11,115,79.1,12,16,175,1,7,73.1,82.5,67.6,,,69.4,60.0,36,1,0,0,0,156,35,7,0,40,1,296,144,3.06,6.3,,25
Peterson Kerlegrand,63045,HB,INDIANA ST,3,47,10,1,11.9,19,0,159,1,1,10,116,54.3,3,4,191,0,9,60.2,78.9,,24.2,50.6,62.4,59.8,19,0,57,3,40,56,0,0,5,50,1,159,116,2.47,3.4,1.43,38
Jonzell Norrils,130308,HB,AKRON,5,46,9,1,17.4,23,0,132,0,3,9,109,54.7,1,7,102,2,15,60.9,81.3,,51.7,61.6,60.7,58.2,23,0,30,6,68,56,0,0,7,52,0,132,109,2.37,2.9,0.44,30
DJ Irons,145585,QB,AKRON,5,26,24,3,19.1,66,1,188,0,0,13,109,209.6,14,17,102,5,7,71.9,11.5,67.3,,,73.4,60.0,24,4,0,0,0,96,157,20,0,26,2,345,242,5.26,7.5,,9
Noah Vedral,55406,QB,RUTGERS,6,38,15,1,14.7,33,0,178,0,0,13,160,144.0,6,13,278,3,14,62.7,69.5,56.4,,,70.8,60.4,33,1,0,0,0,177,46,8,0,38,0,224,186,4.04,4.9,,10
Destin Coates,83668,HB,GA STATE,6,46,3,2,41.2,73,0,177,0,0,3,78,10.4,3,9,175,3,4,52.6,78.9,,40.9,58.0,52.9,57.2,57,0,5,3,42,54,0,0,3,49,1,177,78,1.7,3.8,0.12,41
Anthony Brown,40316,QB,OREGON,5,34,5,1,13.0,30,0,140,0,0,4,119,41.2,6,13,264,2,23,63.0,83.9,56.2,,,69.7,60.0,30,0,0,0,0,165,90,12,0,34,4,230,163,3.54,5.0,,8
Deneric Prince,83774,HB,TULSA,4,46,8,4,49.6,129,0,260,0,5,8,107,57.1,6,9,320,0,15,71.9,79.3,,71.5,79.5,68.9,56.6,59,0,67,7,39,51,0,0,7,53,2,260,107,2.33,5.7,1.72,31
Raheem Blackshear,57385,HB,VA TECH,5,46,3,2,19.6,36,0,184,0,8,3,91,37.5,4,10,337,0,17,75.4,80.9,,73.9,88.0,70.9,56.6,20,0,144,12,57,64,0,0,18,58,4,184,91,1.98,4.0,2.53,28
Kendall Milton,124031,HB,GEORGIA,5,45,10,1,10.6,22,0,208,0,0,10,143,67.6,3,10,173,1,25,76.8,78.8,,78.8,59.3,76.9,47.8,22,0,5,2,17,53,0,0,2,47,1,208,143,3.18,4.6,0.29,19
Jordan Mason,62946,HB,GA TECH,6,45,10,3,37.8,68,0,180,0,0,10,169,79.9,4,10,176,0,17,71.1,80.1,,21.8,57.9,73.5,82.5,29,0,8,2,44,66,0,0,3,47,0,180,169,3.76,4.0,0.18,28
Xavier Arline,121831,QB,NAVY,3,42,4,5,59.6,118,0,184,0,0,3,57,9.7,6,9,237,3,8,54.1,79.2,56.7,,56.7,55.3,60.0,40,0,0,0,1,98,14,3,0,42,2,198,65,1.44,4.4,0.0,20
